Gene	A31338	A31372	A31360	A31387	A30212	A33903	A31406	A31388	A31288	A31390	A30231	A31428	A31432	A31467	A31459
TRNP1	0.003	2.4832	0.4517	2.5851	0.2074	0	0.0236	0	0.761	0	0.1262	0.8367	0	0	0.138
TRNT1	24.4887	63.0399	37.3553	20.3807	6.9394	51.3437	25.2313	31.1857	21.7767	33.5831	8.9335	53.3713	63.7044	49.0213	26.2889
TRO	2.424	2.1206	4.4362	0	0.0232	0	0.364	0	0.2679	13.812	0.1131	7.0869	5.7115	14.1962	0.9678
TROAP	8.8202	2.6197	22.103	22.678	1.0819	0.8526	0.5819	0.0545	2.4043	3.4133	20.1657	0.4166	1.474	1.4843	4.5314
TROVE2	30.2434	238.1017	77.7195	54.3989	15.3463	99.4443	76.2877	131.8162	47.7058	111.1127	95.7553	127.1914	181.1755	174.2802	147.3068
TRPA1	0.2958	0.7953	0	0	0.0088	0	0.062	0	0	0	0	0	0.0394	0.689	0
TRPC1	0.6375	0	0	0.5368	0.0564	0.334	0.2361	0	0	2.1092	0.0615	2e-4	0.0907	0	0
TRPC2	2.9965	0.6452	1.4148	0	0.0904	7.0073	0.3404	4.9778	0.5977	0	0.6668	0.9988	5.5014	1.367	0.5985
TRPC3	1.4185	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0
TRPC4	0.7482	0	0	0	0	0.2875	0	0	0	0	0	0	0	0.6549	0
TRPC4AP	31.8401	33.1339	33.8022	17.593	31.0991	44.1083	32.7473	22.1267	46.8225	46.4004	17.6222	24.3824	40.5654	38.7326	28.0692
TRPC5	0.3626	0	0	0	0.0053	0.0354	0.2538	0.124	0	0	0.1035	0.0141	0.1626	0.0182	0.0652
TRPC6	0.0617	0	0.0178	0	7e-4	0	0	0	0	1.3635	0	0	0	0	0
TRPC7	0.5337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM1	0.7827	0	0	0	0.0219	0	0.0081	0	0	0	0.0068	0	0	0	0
TRPM2	3.8107	0.9217	2.1782	9.2735	10.3916	0.2903	2.8131	1.4122	3.8744	1.1512	28.1929	2.9899	0.7295	0.2173	2.0387
TRPM3	1.436	0.0123	0	0.0016	0.0045	0	0.0675	0	0	0	0.3736	0.0055	0.0037	0	0.0241
TRPM4	4.682	0.3783	0.472	0.5088	13.1498	0	1.1627	3.6087	1.3472	1.002	0.0469	0.6433	0.2207	0.8225	17.4538
TRPM5	1.2848	0	0	0	0.0085	0.001	0	0	0	0	0	0.1133	0.0068	0	0
TRPM6	1.8389	0.007	0.0044	0	0.0167	0.0408	0	0.0084	0.0032	0.0022	0.0229	0.0754	0.0029	0.1197	0.8907
TRPM7	18.0018	25.515	14.2388	25.9572	3.9305	26.0114	24.0673	34.3341	13.528	16.4465	13.6867	25.1872	47.4188	25.3924	28.6953
TRPM8	1.2447	0	0	0.0803	0.0252	0	0	0.3378	0	0	0	0	0	0	0
TRPS1	9.4941	2.736	6.734	10.5901	1.0474	2.8871000000000002	19.4723	9.3782	17.2425	9.327	39.8983	1.8524	7.6724	13.6005	16.4703
TRPT1	62.982	50.5258	56.5372	27.5807	38.934	65.85	44.7094	31.5681	62.8262	30.822	32.7872	52.7458	38.2801	60.3407	20.4394
TRPV1	4.7878	5.1452	2.624	1.2063	1.4111	2.9313	1.9477	2.6562	0.1701	2.4715	3.5012	3.6377	7.2974	4.0939	0.4633
TRPV2	35.2048	98.6846	38.2877	27.8255	51.3252	73.2043	52.7713	38.0876	43.7844	31.8377	34.231	93.7793	58.3953	102.7336	22.5646
TRPV3	1.4308	0	0	0	0.0204	0.0184	0.0226	0	0	0	0	0.0165	0.2718	1.1553	0.5264
TRPV4	6.6364	0	0	0	2.0381	0	3.0909	1.481	6.1602	4.3506	0	0.0116	1.2852	0	0
TRPV5	0.312	0	0.0073	0	0	0	0	0	0	0	0	0	0.149	0	0.262
TRPV6	0.9444	0	0.0781	0	0.0092	0.0082	0	0.3567	0.0856	0	0.0351	0.009	0.0044	0	0
TRRAP	6.3315	4.8	3.3637	4.7332	1.9699	5.1052	5.7112	8.6585	3.4741	8.5773	12.3072	3.6456	10.0181	3.5883	5.6979
TRUB1	2.9481	15.8635	7.7128	6.8979	1.5809	22.347	4.1535	12.5281	3.0915	20.9319	3.9308	14.8407	20.181	16.8388	12.5331
TRUB2	12.7799	47.6808	44.4664	25.4346	18.1473	46.556	13.4214	28.8826	21.6514	11.707	9.1901	40.9812	29.6531	45.3063	15.6227
TSC1	27.5754	31.3299	19.8276	19.3934	5.2657	26.3867	31.3754	33.5001	19.7058	14.5991	97.4499	33.2253	58.5186	31.6494	32.1024
TSC2	4.1512	3.2003	7.8484	3.2877	7.4985	4.7979	4.0368	3.8385	5.552	2.7841	4.0391	7.5024	4.3178	6.5829	1.8957
TSC22D1	4.1057	46.6781	20.8301	4.1258	3.9513	44.5486	4.2785	30.8555	0.9403	39.4267	5.2785	68.9706	50.7415	52.099	9.9945
TSC22D2	13.6872	18.9881	15.1298	13.5986	8.1903	19.0511	17.5002	28.1997	11.6479	28.3494	32.5367	19.4862	37.2058	27.905	24.0467
TSC22D3	971.5268	574.7132	306.0809	473.0144	278.4143	643.4414	609.4845	540.8469	1378.5308	454.7875	180.2696	613.3179	710.2238	392.6693	532.3849
TSC22D4	12.5799	1.2101	11.1528	2.8043	16.2518	12.4141	6.7189	6.3689	11.4147	4.0487	14.7907	4.4682	10.0416	3.5019	1.7416
TSEN15	6.1946	80.553	30.6842	31.9983	7.784	40.0101	20.6057	35.4073	17.0537	32.7365	1.9076	39.1549	30.2114	44.2303	25.6085
TSEN2	16.9606	15.3227	15.5498	14.5353	3.6014	18.472	7.4379	18.8922	5.6091	4.8776	15.1534	20.4055	31.6824	12.482	11.2262
TSEN34	11.0795	14.2173	13.9565	5.6055	27.9937	18.4565	13.5542	8.6972	17.9469	18.5517	14.2279	12.2674	12.7602	10.6341	8.8424
TSEN54	1.6584	2.6278	15.8727	6.4534	14.5978	8.4585	3.3503	2.4312	2.9965	7.3906	7.7094	6.5918	2.7687	7.5815	0.0655
TSFM	14.6767	43.6182	44.9278	56.4059	10.0627	38.1149	24.6585	13.5865	20.849	30.5156	10.5815	41.9757	46.719	46.1493	30.3204
TSG101	94.8144	179.2708	169.513	127.2754	53.9193	227.7395	156.1631	185.5503	166.7762	171.7732	36.7559	193.3553	247.138	193.5426	209.4719
TSGA10	7.3667	10.1365	3.1404	1.8193	2.0898	7.6283	6.9062	4.0237	3.1843	4.1588	0.544	8.4802	10.7866	3.7109	3.5609
TSGA10IP	0.3422	0.0746	0	0	0.2342	0.1688	0	0	0	0	0	0.2091	0.0156	0	0
TSGA13	0.2148	0.0244	0.092	0.156	0.2451	0.2063	0.1128	0.2414	0.0432	0.4646	0.2374	0.0457	0.3035	0.0291	0.085
TSGA14	7.0942	4.3542	7.2892	3.9156	2.0106	8.5749	4.0254	7.228	2.54	4.6868	7.9525	4.1519	15.1962	5.4209	4.0644
TSHB	6.3409	0	0.9943	0.9231	0.1081	1.1818	0.4691	0	0	0	0	2.8206	1.0502	1.353	0
TSHR	2.0167	0.2245	0.362	2.6177	0.4267	0.3627	0.1395	0.0093	1.7224	1.5285	1.3163	0.621	0.9448	0.2083	0.0601
TSHZ1	7.4261	9.3677	4.8484	6.0034	5.0545	8.0136	8.3466	9.8311	6.6026	5.2055	9.9994	11.7671	7.537	10.1258	4.5444
TSHZ2	1.2253	0.0057	0.0035	0.0617	0.1601	0	0.0681	0	0	0	0	0.0829	0.055	0.0113	0
TSHZ3	2.2312	0.629	0.5199	8.5645	0.5699	0	2.8554	3.4039	3.4832	2.0394	6.4973	1.2829	0.8853	5.4012	8.7014
TSKS	3.376	0	0.0702	4.5312	0.0786	0.2197	1.8851	0.9498	0	0.5195	0.0024	0	0.1626	0.9317	0
TSKU	0.1912	0	0	0	0	0.0103	0	0	0	0.5388	0	0.3929	0	1.3618	0
TSLP	0.6786	2.4191	0.1816	0.1551	0.3335	2.9258	0.5293	0.496	0	0	0	0.8277	1.0931	0	0
TSN	28.2991	126.7123	59.9296	62.8582	12.854	88.4904	55.7579	78.3314	35.8273	63.1931	11.317	84.8714	124.7579	89.487	95.1713
TSNARE1	1.2929	1.4697	1.8242	0.0064	1.2045	0.4744	0.393	0	0.8098	0	0.8644	1.462	0.2454	0.9081	0.093
TSNAX	21.909	43.2682	25.4026	40.3059	18.0901	24.1521	28.8492	38.0887	19.3397	26.3313	10.5961	46.7633	33.4791	43.9552	54.524
TSNAXIP1	4.3923	0.183	0.9378	0.0612	0.1694	2.1779	0	0.6021	0.1713	0.2149	0.243	2.1643	2.4655	1.3206	0.0577
TSPAN1	2.7556	1.432	0.05	0	0	0.3049	0	0	0.802	0.3446	1.2866	1.0284	0	0.1414	0
TSPAN10	0.0094	0.244	0.031	0	0.0775	0.3382	0	0.5062	0	0	0	0.212	0	0.3171	0
TSPAN11	0.2776	0	0	0	0	0	0	0	0.037	0	0.1229	0.0131	0.007	0.0176	0
TSPAN12	0.0949	0	0	0	0	0	0	0	0	5.564	0	0	0.0982	0	0
TSPAN13	0.6976	6.1804	4.0207	0.0757	0.5195	6.2571	0	1.4456	0	8.2857	0	7.3207	1.4516	11.0014	0.4933
TSPAN14	30.5061	25.6572	34.0704	70.5573	28.0185	8.1807	62.9493	38.0361	88.0304	39.972	31.5576	19.4173	15.1262	32.8662	58.9252
TSPAN15	1.9745	0	1.0741	0	0.0826	0	0	0	0	0	0	0.1652	0	2.1642	0
TSPAN16	12.585	1.5832	3.7614	2.1574	0.8763	0.2741	4.1171	18.6228	1.5065	0.2731	2.3207	1.1861	4.0526	1.0664	5.3946
TSPAN17	1.6812	3.0704	3.0142	2.0616	7.8173	3.9931	1.845	1.4989	4.6916	1.5817	3.1465	3.0075	0.7731	3.2617	0.8354
TSPAN18	0.3006	0.0384	0.2445	0.4795	0.4298	0.1805	0.0927	0	0	6.0833	0.015	0.0709	0.1408	3.3668	0.0782
TSPAN19	0.2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN2	18.6358	32.651	54.9942	54.5596	1.7522	94.085	17.4693	17.0736	14.8244	7.8649	1.4203	107.7837	131.7646	184.6512	9.4226
TSPAN3	18.7304	28.5277	37.2227	38.6675	15.9396	47.7194	12.227	24.1484	16.6366	23.5165	24.3935	27.403	44.4842	26.26	20.93
TSPAN31	46.1536	60.5298	72.5336	58.301	36.7911	138.855	77.6633	84.0532	66.7725	82.8996	23.6666	81.8695	154.7341	89.3561	81.3787
TSPAN32	34.8925	40.4672	50.4344	11.3367	58.9164	50.6423	35.8691	34.9796	29.8097	12.5638	64.5643	82.9628	41.2645	79.6256	13.9599
TSPAN33	3.7362	0.4321	3.0845	3.8728	3.063	8.4928	1.4748000000000001	7.5931	2.2934	9.4651	5.6983	2.753	4.8385	7.4658	0.1399
TSPAN4	32.1597	17.8656	71.005	8.2296	25.7232	21.7836	34.6664	11.1248	15.4408	22.5508	140.9917	54.9893	14.771	62.5697	23.3009
TSPAN5	1.1763	2.5834	0.6699	0	0.1892	0.5525	0.1926	0.2879	0.0201	2.2088	0.5621	0.952	2.5973	2.41	1.8365
TSPAN6	0.799	0.1328	0	0	0	0	0	0.0524	0	0	0.9987	0.1044	0.7419	0.5663	0
TSPAN7	0.0573	7.2928	0.6924	0	0	0.39	0	0	0	0	8.7818	15.1035	0.5792	3.8866	0
TSPAN8	2.0616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN9	0.2295	0.0044	0	0	0.0436	0.0624	0.0085	0.1292	0	0.0369	0.2446	0	0.0055	0.2529	0
TSPO	600.2515	232.2734	798.0137	455.9042	540.8982	488.8159	620.0438	393.3751	1290.0939	268.6918	344.1906	387.8884	295.5681	367.4965	318.3779
TSPO2	0	0	1.2386	3.5945	0.0316	0	0	0	0	0	0	0.0192	0.1111	0.018	0
TSPY1	0.3346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY10	0.0334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY11P	0.0391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY12P	0.0538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY13P	0.5225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY14P	2.8093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY19P	0.0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY22P	3.0597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY3	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY4	0.1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL1	34.1935	218.7149	51.8962	35.2682	22.1108	220.6623	69.494	153.9334	41.6185	149.2214	215.6789	140.8197	240.3415	191.812	278.2026
TSPYL2	10.0314	1.6648	2.8607	0.8408	3.3658	11.9751	2.4064	7.3705	4.1257	4.1199	10.5687	4.8791	2.8781	5.5113	2.7998
TSPYL3	0	0	0	0	0.7753	1.5274	0.7619	0.615	0	0	0.3769	0.6578	1.4302	2.8769	0.7081
TSPYL5	11.962	28.306	6.9072	4.253	2.8679	36.8093	5.3857	19.6208	4.6651	6.1881	3.1422	15.3265	19.7206	20.4189	13.9881
TSPYL6	3.2085	0	0	0	0.048	0	0.4612	0	0	0.1296	0.0841	0.0541	0.3039	0.2512	0.0069
TSR1	15.6548	48.9387	33.8411	25.9667	8.0187	37.6267	18.3469	21.1443	13.2749	15.6048	6.2164	39.9195	41.0341	37.4644	23.8082
TSR2	99.9095	104.3086	113.4742	120.8896	43.4046	100.9486	104.4326	142.9273	101.212	84.4152	27.1281	139.3357	127.7945	111.2482	93.2584
TSSC1	5.2096	18.5795	15.9801	14.2524	5.1189	17.7352	8.8078	15.8683	9.234	6.4885	7.0246	17.5735	10.8867	16.909300000000002	11.5141
TSSC2	0.0406	0.0518	0.0171	0.0249	0	0.0538	0	0.097	0	0	0.0316	0.0527	0.0324	0.0437	1.1577
TSSC4	10.0814	7.6814	24.7091	11.4998	20.8886	23.4756	11.5393	9.825	32.6984	2.271	5.8848	16.64	7.0632	15.9742	3.1819
TSSK1A	0.729	0	0	0	0.0407	0	0	0	0	2.2259	0	0	0.07	0	0
TSSK1B	0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK2	0	0	0	0	0.2066	0.568	0	0.3298	0.1147	0	0.0017	1.423	0	0.5991	0
TSSK3	1.3758	0.7071	0.1237	1.809	0.7198	0.2228	1.7871	1.7436	0.0028	0	4.2756	1.6791	0.1615	0.018	0.0233
TSSK4	2.974	3.1259	0.8057	1.5762	0.814	2.5932	1.4715	0.8984	0.5756	2.664	3.1008	1.5212	4.4664	3.1095	0.9101
TSSK6	6.0139	1.4877	1.9387	1.4112	1.5905	2.6598	1.8154	1.2417	2.1408	1.2034	6.2508	2.936	2.5401	1.8443	0.8255
TST	8.114	4.1627	29.9732	21.3967	12.3615	14.4117	9.8608	11.4879	14.2094	9.7035	4.3137	6.2138	8.831	6.0568	10.0767
TSTA3	41.2321	29.4083	52.5062	65.136	36.6045	142.6081	36.5259	78.2414	32.4736	44.1144	51.979	53.5475	122.2703	53.5302	26.6127
TSTD1	43.6906	181.6563	137.6818	13.3092	25.4926	211.2477	46.5026	82.0279	39.8212	147.7955	81.4228	225.4411	154.4784	196.5276	67.3213
TSTD2	3.2478	8.9416	6.3905	3.6569	3.4287	9.2001	5.5494	7.2031	6.0726	10.1864	1.6103	8.08	11.2681	7.7522	8.5059
TTBK1	0.092	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0
TTBK2	3.9552	5.5095	1.4983	3.6298	1.4067	3.2251	5.0258	3.9398	3.2821	3.5741	4.0875	5.4293	6.2296	3.9361	4.3484
TTC1	135.6168	230.0147	182.0983	215.3938	89.678	202.9669	156.1377	136.8146	135.1821	100.4467	48.7786	213.9465	208.5095	257.8673	192.8718
TTC12	0.4495	0	0.5303	0.5266	1.1767	1.589	1.1686	3.65	0.633	0.2581	0.5168	0.1713	1.1378	0	1.6389
TTC13	4.77	2.3502	2.398	3.4947	2.5394	1.5192	5.7338	2.1044	2.1171	6.7439	1.5053	2.7193	5.4065	2.7585	2.6217
TTC14	18.1421	23.8921	15.2084	13.1508	6.413	35.5326	22.1362	32.5509	15.7316	12.2689	27.723	20.9363	34.6071	27.1938	9.7045
TTC15	4.4889	1.9797	4.8562	2.8523	6.164	4.4092	3.8117	5.076	3.8129	3.9566	6.0065	4.3249	3.2049	3.5969	2.8648
TTC16	0.6227	0.2039	0.492	0.4299	0.7856	0.3052	0.5337	0.503	0.4165	0.7844	0.301	0.3619	0.1037	0.4548	0.1176
TTC17	59.5211	261.9907	130.6657	60.5743	22.8475	182.8318	133.4311	214.7085	94.4465	74.9315	42.8733	190.7506	268.5992	168.8449	224.544
TTC18	2.2521	1.4741	1.3545	1.1684	0.2384	3.0965	1.2944	2.8927	1.1153	0.9695	0.4917	4.5544	4.7461	1.0246	0.9094
TTC19	55.5948	56.5688	42.8229	34.569	13.3372	40.9762	52.8474	69.465	28.2261	25.1249	172.8645	51.8144	139.5349	38.9142	68.6538
TTC21A	3.5787	1.3571	0.2295	0.4372	0.7686	0.5636	1.7143	3.0681	0.8879	0.2809	0.471	1.3317	0.3211	0.8392	1.0515
TTC21B	6.3534	7.5961	7.4182	5.7442	1.3936	8.1718	5.6099	10.8434	4.3801	7.6885	3.5289	7.3779	9.4417	6.4722	6.4855
TTC22	0.5696	0.1881	0.0023	0	0.1393	0.1883	0.0075	0.137	0.0876	0.0877	0.4078	0.2099	0.0178	0.3401	0.0368
TTC23	2.9393	4.92	0.9476	0.178	0.0639	1.5155	0.0126	1.376	0.002	0.7987	0	2.7761	0.3389	3.8012	0.0553
TTC23L	0.6458	0	0.0967	0	0	1.0101	0.0161	0	0.0382	0	0	0.3562	1.3251	1.8291	0
TTC24	2.8495	2.9039	1.3443	0	0.2056	13.7434	0.2977	11.825	1.9885	0.6684	2.3385	10.6414	13.2105	9.1305	0.0377
TTC25	3.6875	3.2916	0.0019	0.2654	1.5348	0.7965	0.8985	0.9685	1.0054	0.0611	2.3379	0.6104	3.1477	0.361	0.1626
TTC26	2.2238	1.5099	2.6909	1.4442	0.4845	3.0326	0.4268	2.4664	0.0862	1.5725	0.8692	0.6851	7.2903	2.2807	2.8596
TTC27	6.0099	35.6679	13.8739	19.0961	3.9134	37.668	8.4645	16.4679	7.8868	21.4964	5.0594	20.7888	30.0629	66.2128	20.9668
TTC28	2.9872	2.9515	0.778	0.3844	0.3925	1.5926	0.6236	2.0819	0.1189	1.4414	3.633	1.9715	3.5161	3.8654	0.3111
TTC29	0.2914	0	0	0	0	0.0253	0	0	0	1.8243	0.0113	0	0	0	0
TTC3	9.6591	19.5813	14.926	15.9982	7.8285	28.8799	12.2876	30.0724	10.8076	31.7682	22.7987	21.455	36.8092	23.2138	18.5572
TTC30A	1.2506	4.6211	0.7574	1.071	0.3448	4.329	0.3207	0.0055	0.0125	0	0.1181	1.8051	3.5801	2.6104	0.1464
TTC30B	0.7	4.8338	3.1763	5.4211	0.8682	8.1935	0.9437	6.3331	2.1966	1.3318	0.8991	3.3456	5.5718	5.6416	1.8443
TTC31	10.8113	15.8841	13.4584	7.6911	5.2753	14.539	15.1879	8.7938	15.5026	11.7744	2.5317	16.5814	12.833	10.5743	8.7991
TTC32	15.7804	42.2253	14.5473	9.1406	2.9482	32.1513	14.6507	18.6906	12.1173	15.8323	103.1837	33.0238	27.1207	34.8358	25.5799
TTC33	5.5777	30.065	25.5617	13.2111	1.4807	22.1268	10.9981	12.1662	14.0614	15.4625	3.717	18.8741	28.709	23.2838	26.266
TTC34	0.0371	0.4602	0.1739	0.2121	0.2923	0	0.6478	0.0718	0.0932	0.2911	0.3435	0.3766	0.4809	0.1839	0.0506
TTC35	29.6159	42.574	63.7937	46.8694	16.6536	49.9637	45.7478	56.7037	34.5439	25.3194	8.7825	51.8127	58.278	52.1588	23.7847
TTC36	0	2e-4	0.264	0.0561	0.0039	0.2084	0	0.089	0	0.1104	0.0676	0.9077	0.2458	0.0203	0
TTC37	12.2208	27.622	12.7576	15.4339	3.7823	16.5912	10.0145	21.705	9.6182	14.0259	7.7408	14.0357	25.3045	24.5584	10.4214
TTC38	7.9288	15.8558	16.4911	13.165	9.4075	15.6626	15.1212	9.0564	21.7912	15.4496	5.6547	15.8987	18.3381	21.227	14.8019
TTC39A	0.5717	0	0	0	0.0846	0.0748	0.0588	0.1229	0.0016	0	0.2071	0.5169	0.1758	0.1968	0.0024
TTC39B	2.1251	4.6224	0.2323	1.1762	1.5586	2.4257	4.5996	2.3719	0.661	2.0578	0.0377	3.1161	2.6721	8.2492	2.1259
TTC39C	9.6763	17.834	18.2967	28.0756	13.7708	12.9743	15.7758	44.8103	13.0273	31.6684	138.5346	14.3242	47.5938	24.3017	23.691
TTC4	7.2396	50.6808	33.0458	25.7881	7.8274	34.1614	21.5573	41.6057	16.3432	27.4684	15.4866	45.4071	45.5568	35.7485	26.5173
TTC4P1	1.0373000000000001	0	0	0.3835	0	0.0243	1.6913	0	0	0.017	0.0854	0.0163	0	0.1665	0
TTC5	41.5743	124.7484	62.3945	38.9256	19.2309	144.5579	43.9737	51.3541	43.3925	48.2239	17.8808	106.1992	183.8912	99.9573	108.6892
TTC6	1.3843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC7A	13.9325	5.1522	14.4732	29.2022	13.4361	6.9447	10.5231	9.5028	19.1252	8.3104	60.8194	7.4138	5.3775	6.1863	9.2065
TTC7B	1.6673	4.3191	3.191	0.1342	0.4996	6.0546	0.123	1.4395	0.8761	4.2439	1.0693	3.4639	5.5572	8.0181	0.0228
TTC8	0.917	9.9809	5.2182	5.1932	0.6095	5.0059	1.9166	6.7608	0.666	3.6987	0.5656	5.1266	10.0793	6.2051	1.9625
TTC9	0.1364	0.2855	1.6921	0.0213	0.6883	1.7731	0.0399	0.0051	0	0.2761	0.0072	0.2463	0.1463	0.1529	0.2134
TTC9B	2.1469	0.787	0.9004	0.8799	0.2101	0.6032	1.1793	1.4033	0.4973	1.0616	4.3892	0.5561	1.0867	0.2929	1.0033
TTC9C	10.4915	53.1681	43.3496	31.8612	10.2522	41.8971	27.1984	14.4543	24.5491	14.2609	10.3176	45.245	30.1492	35.7424	15.9613
TTF1	15.9508	48.6521	30.4396	26.6305	15.8187	36.7111	28.0501	37.7324	18.6319	21.3591	25.9986	57.2483	43.5291	48.1719	31.1736
TTF2	14.0704	18.7454	24.9031	23.5033	5.1072	19.707	15.683	20.2391	10.9922	17.9373	7.5943	15.8083	26.7147	15.0683	10.421
TTK	2.3908	6.0728	7.6964	11.5619	0.4185	1.9312	0.8146	3.2122	0.6087	5.4793	0.3296	1.2524	2.1406	7.4962	2.7425
TTL	2.7102	7.3406	4.8623	7.1784	4.3509	7.5122	10.1416	11.5156	6.9021	6.5163	8.3871	4.6075	10.5692	11.2123	5.0131
TTLL1	11.9786	20.1047	18.2315	7.2909	6.8298	33.6127	7.7134	18.8657	10.7325	10.5415	10.3211	24.5834	28.0704	18.99	10.5917
TTLL10	0.7595	1.3521	0.1879	0	0.0159	0.5544	0	1.8003	0	0.4656	0.0096	1.8584	2.7716	2.9831	0.1089
TTLL11	0.8404	0.0123	1.08	0.1225	1.201	0.4972	0.3217	0.4455	1.4639	1.0935	0.709	0.5216	0.0152	0.1701	0
TTLL12	4.4924	0.9865	11.8374	9.4644	7.9672	5.7168	2.4056	2.7936	5.0953	7.124	9.8215	4.3457	3.2005	5.8794	2.3896
TTLL13	2.3234	1.3898	0.1046	0.9578	0.1279	1.4363	0.4178	0.3468	0.4372	0.3985	1.1049	1.3678	0.8195	0.7451	0.374
TTLL2	0.0986	0	0	0	0	0	0	0	0	0	0	0	0	0.0123	0
TTLL3	28.435	15.6067	9.0999	10.09	17.0614	12.7244	17.1436	19.4627	13.0747	5.8606	38.5728	11.9651	21.7138	12.4897	12.7273
TTLL4	7.7512	5.1691	6.8382	6.9445	4.9009	3.6582	8.0831	5.217	7.3319	4.7533	5.562	3.4194	5.2945	3.7801	19.9048
TTLL5	14.5041	37.2261	12.7632	14.9598	2.8377	17.3023	11.8687	14.767	9.2728	10.6303	19.7934	19.8384	39.7947	21.5119	22.8419
TTLL6	1.6732	0.3606	0.2278	0	0.0735	2.1945	0.6734	0.1423	0	0	0	0.3621	1.0205	0.3868	0.2149
TTLL7	1.2948	0.9957	1.6032	0	0.0464	4.9355	0.1991	0.0836	0.0992	0.1988	0.2036	0.0018	3.6347	2.4031	15.8939
TTLL8	0.1379	0.0046	0	0	0	0.0366	0	0	0	0	0	0	0	0	0
TTLL9	1.8958	0.0156	0.549	0.0144	0.1603	0.4629	0.1651	0.0059	0.0149	0.0254	0.051	0.3933	0.9934	0.6428	0.0146
TTN	1.3884	0.6125	1.1865	1.6954	0.7558	1.1693	1.511	0.9932	0.3404	0.0294	0.3812	1.6419	1.9996	1.1254	1.0429
TTPA	3.7147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTPAL	6.0786	18.7947	6.2674	6.2804	2.8893	10.8219	10.1469	6.8729	3.576	9.1556	10.4682	11.9116	22.6308	12.7926	11.3666
TTR	0.1203	0	0	0	0	0.001	0	0	0.001	0.0073	0	0.5138	0.002	0.046	0
TTRAP	19.1949	58.38	26.0143	20.7871	8.5421	31.7018	27.9767	25.8095	21.7253	20.8927	6.7876	36.1958	38.2762	34.1024	25.4985
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY10	0.1525	1.2685	1.3795	0	0.763	1.3869	1.3729	0.0732	0	2.4618	0.7465	0	0	3.5946	0
TTTY11	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY13	0.7528	0	0	0	0	0	0	0	0	0.5678	0	0	0	0	0
TTTY15	14.1756	40.8596	15.5984	0	5.0531	38.1342	8.2252	33.7166	0	20.6071	32.1372	0	0	47.2699	0.1083
TTTY16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	0.0957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY5	0.5918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
